route_id,policy,budget,delta,stop_id,latitude,longitude,baseline_position,final_position,baseline_completion_minutes,final_completion_minutes,threshold_minutes,predicted_risk,actionability,relocated
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,TK,47.511289,-122.340823,16,16,50.92,49.6,240.0,0.536,12.58,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ZC,47.512052,-122.341562,17,17,52.92,51.59,240.0,0.5372,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,QQ,47.511693,-122.343642,18,18,55.63,54.3,240.0,0.5484,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,GN,47.512332,-122.345073,19,19,57.93,56.61,240.0,0.5724,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,AY,47.511977,-122.346842,20,20,58.9,57.58,240.0,0.5507,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,PL,47.512794,-122.347658,21,21,60.28,58.96,240.0,0.536,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,QJ,47.512452,-122.348933,22,22,61.77,60.45,240.0,0.5526,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,DQ,47.51022,-122.345946,23,23,63.87,62.55,240.0,0.549,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,HX,47.509521,-122.344868,24,24,65.27,63.95,240.0,0.5473,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,UQ,47.50892,-122.34483,25,25,66.22,64.9,240.0,0.5516,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,HP,47.508729,-122.346105,26,26,67.71,66.39,240.0,0.55,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,BK,47.507209,-122.343572,27,27,69.79,68.46,240.0,0.5465,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,BD,47.506614,-122.343324,28,28,72.56,71.23,240.0,0.5857,14.89,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,EI,47.505691,-122.344424,29,29,74.08,72.75,240.0,0.5612,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,TF,47.505082,-122.344013,30,30,75.21,73.89,240.0,0.5499,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,DW,47.505934,-122.352475,31,31,79.96,78.64,240.0,0.5679,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,DJ,47.50529,-122.35359,32,32,82.1,80.78,240.0,0.5601,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,SK,47.505395,-122.354143,33,33,83.58,82.26,240.0,0.5553,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,OE,47.503878,-122.35248,34,34,86.73,85.41,240.0,0.554,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,VC,47.503471,-122.352481,35,35,87.7,86.38,240.0,0.554,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ZV,47.504257,-122.357803,36,36,90.33,89.01,240.0,0.5708,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,HC,47.505107,-122.357799,37,37,91.16,89.84,240.0,0.5605,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,BG,47.505652,-122.357801,38,38,93.63,92.31,240.0,0.552,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,LI,47.506159,-122.359129,39,39,95.14,93.81,240.0,0.5569,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,VS,47.506752,-122.357807,40,40,97.09,95.76,240.0,0.5481,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,VY,47.508137,-122.357788,41,41,98.09,96.77,240.0,0.5642,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,KR,47.509074,-122.356423,42,42,100.41,99.09,240.0,0.5563,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,KQ,47.509145,-122.359114,43,43,102.44,101.11,240.0,0.5605,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,PI,47.509565,-122.359117,44,44,105.99,104.67,240.0,0.5549,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,FT,47.509599,-122.359767,45,45,108.63,107.31,240.0,0.5738,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ZP,47.508981,-122.361527,46,46,110.81,109.49,240.0,0.5601,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,QZ,47.508074,-122.361525,47,47,111.93,110.61,240.0,0.5634,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,NZ,47.507822,-122.361524,48,48,112.66,111.34,240.0,0.565,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,PJ,47.507589,-122.36152,49,49,114.66,113.34,240.0,0.5663,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,NF,47.506133,-122.361527,50,50,116.29,114.97,240.0,0.5718,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,WW,47.505261,-122.36153,51,51,116.99,115.67,240.0,0.5644,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,EA,47.503373,-122.360907,52,52,118.66,117.34,240.0,0.5605,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ZB,47.502493,-122.360462,53,53,121.21,119.89,240.0,0.5379,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,NT,47.501747,-122.360486,54,54,123.64,122.32,240.0,0.5583,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,DK,47.50097,-122.360083,55,56,124.9,126.3,240.0,0.5671,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,KE,47.501595,-122.362182,56,55,126.76,124.32,240.0,0.5603,25.67,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,YU,47.502799,-122.358933,57,57,129.65,127.99,240.0,0.5581,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,GR,47.504036,-122.359149,58,58,130.68,129.03,240.0,0.5629,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,KX,47.50912,-122.363458,59,60,135.39,136.43,240.0,0.5528,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,UP,47.508591,-122.364611,60,59,138.77,134.03,240.0,0.5764,25.15,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,KU,47.510032,-122.365188,61,61,140.61,138.63,240.0,0.5586,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,SE,47.510916,-122.365835,62,62,141.89,139.9,240.0,0.5609,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,SQ,47.512041,-122.364971,63,63,143.89,141.91,240.0,0.5604,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,MH,47.512476,-122.365016,64,64,146.2,144.22,240.0,0.5553,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,CX,47.513914,-122.36589,65,65,147.75,145.76,240.0,0.5587,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ZD,47.515062,-122.365891,66,66,156.14,154.16,240.0,0.5424,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,SW,47.516075,-122.366328,67,67,161.63,159.65,240.0,0.5592,11.94,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,CV,47.515797,-122.368209,68,69,177.63,178.82,240.0,0.5811,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,VQ,47.514634,-122.367748,69,68,181.33,166.17,240.0,0.5473,92.14,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,MJ,47.517331,-122.367252,70,70,195.8,192.63,1004.93,0.0134,282.23,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,SC,47.51272,-122.371027,71,71,199.78,196.6,240.0,0.5561,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,DR,47.512228,-122.370995,72,73,200.53,199.08,240.0,0.5574,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,NB,47.511829,-122.371683,73,74,201.9,200.44,240.0,0.5589,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,GB,47.511615,-122.370952,74,72,203.55,198.22,240.0,0.5571,45.17,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,RN,47.511067,-122.371674,75,75,206.02,202.25,240.0,0.5417,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,FQ,47.509999,-122.371652,76,76,207.35,203.58,240.0,0.5577,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,PE,47.51002,-122.3731,77,77,208.26,204.5,240.0,0.5556,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ER,47.510971,-122.373789,78,78,213.61,209.84,240.0,0.554,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,XR,47.510831,-122.374886,79,83,216.07,217.77,585.93,0.0386,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,LY,47.510537,-122.374843,80,84,217.17,218.86,240.0,0.5581,6.16,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,VH,47.51079,-122.375976,81,89,219.14,225.13,240.0,0.5603,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,IQ,47.510001,-122.376649,82,90,220.11,226.11,240.0,0.559,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,LR,47.509568,-122.377452,83,91,224.07,230.06,240.0,0.5855,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,IA,47.50906,-122.377489,84,92,225.24,231.24,240.0,0.5576,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,IX,47.509088,-122.379968,85,93,226.27,232.27,240.0,0.5545,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,LG,47.510339,-122.379301,86,94,231.62,237.61,240.0,0.5544,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ST,47.510413,-122.380409,87,95,232.93,238.93,240.0,0.5557,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,KF,47.51109,-122.38163,88,96,234.53,240.52,240.0,0.5563,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,JX,47.511968,-122.382387,89,100,236.8,247.41,240.0,0.5557,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,OX,47.511885,-122.383099,90,101,238.4,249.01,240.0,0.5547,0.51,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,OG,47.512375,-122.384513,91,103,242.0,254.18,240.0,0.5538,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,HW,47.512153,-122.385185,92,102,243.11,250.54,240.0,0.5581,27.67,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,SZ,47.512885,-122.384546,93,104,247.68,257.95,240.0,0.5547,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,WK,47.512885,-122.384546,94,105,248.87,259.13,240.0,0.5636,2.4,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,QV,47.512801,-122.38731,95,106,251.0,261.26,240.0,0.5379,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,LC,47.513419,-122.38734,96,107,252.02,262.29,240.0,0.5395,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,WZ,47.511882,-122.387257,97,108,254.41,264.67,240.0,0.5389,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,JR,47.511024,-122.388716,98,110,258.91,269.99,240.0,0.5524,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,QW,47.512115,-122.389452,99,109,260.27,266.01,240.0,0.553,26.26,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ZA,47.512954,-122.389525,100,111,262.86,272.79,240.0,0.549,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,DU,47.510184,-122.391653,101,116,270.48,286.64,240.0,0.554,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,GG,47.509974,-122.392502,102,117,274.86,291.03,240.0,0.5365,0.09,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ZT,47.509417,-122.387949,103,118,282.72,298.88,240.0,0.5492,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,YC,47.508287,-122.387526,104,119,284.12,300.29,240.0,0.5433,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,BO,47.509067,-122.385741,105,120,286.37,302.53,240.0,0.5471,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,QD,47.508269,-122.385244,106,121,289.35,305.52,240.0,0.5653,1.16,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,QY,47.508262,-122.383715,107,122,290.25,306.41,240.0,0.5538,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,AO,47.509719,-122.384369,108,123,291.52,307.69,240.0,0.5634,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,FP,47.509719,-122.384369,109,124,295.61,311.77,240.0,0.5577,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,AJ,47.507942,-122.381495,110,125,298.18,314.34,240.0,0.5655,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,PQ,47.50645,-122.382191,111,126,300.05,316.22,240.0,0.5557,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,OJ,47.505904,-122.382565,112,127,302.61,318.77,240.0,0.5342,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,BY,47.505787,-122.383676,113,128,304.1,320.27,240.0,0.5813,0.26,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ZI,47.5042,-122.383268,114,129,307.87,324.03,240.0,0.5572,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,JB,47.503556,-122.384057,115,130,309.73,325.9,240.0,0.5565,19.3,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,DA,47.502413,-122.384883,116,131,312.09,328.25,240.0,0.5518,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,AL,47.502752,-122.385625,117,132,313.34,329.5,240.0,0.5502,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,PV,47.503423,-122.386428,118,133,314.7,330.86,240.0,0.552,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ON,47.504296,-122.38186,119,134,317.76,333.92,240.0,0.5541,9.26,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,OS,47.503357,-122.372282,120,135,322.98,339.14,240.0,0.557,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,JG,47.50349,-122.371642,121,136,324.58,340.75,240.0,0.5605,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,UO,47.505034,-122.372236,122,137,327.64,343.8,240.0,0.5521,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,UV,47.505824,-122.372212,123,138,328.27,344.44,240.0,0.5621,5.51,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,BU,47.50698,-122.370646,124,139,331.34,347.5,240.0,0.5378,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,OW,47.507792,-122.370842,125,140,332.22,348.38,240.0,0.5573,1.63,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,BF,47.508202,-122.370333,126,141,333.63,349.8,240.0,0.5585,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,GF,47.508208,-122.369312,127,142,335.42,351.58,240.0,0.5608,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,UB,47.507418,-122.368357,128,143,336.9,353.06,240.0,0.5634,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,QH,47.509094,-122.367727,129,144,338.78,354.95,240.0,0.5575,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,JM,47.50908,-122.366909,130,145,342.97,359.13,240.0,0.5599,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,JS,47.510685,-122.363166,131,146,346.25,362.42,240.0,0.5599,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,SG,47.511462,-122.363167,132,148,347.98,365.89,240.0,0.5646,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,NN,47.510939,-122.361901,133,147,349.55,363.81,240.0,0.5608,14.22,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,BS,47.511444,-122.359607,134,150,354.9,371.14,240.0,0.5495,15.7,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,NS,47.511143,-122.35846,135,151,356.46,372.71,240.0,0.5681,4.7,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,RG,47.511314,-122.357336,136,152,357.91,374.16,240.0,0.5575,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,OQ,47.511024,-122.356235,137,153,361.2,377.45,240.0,0.5567,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,DS,47.511663,-122.356247,138,154,362.23,378.47,240.0,0.5549,2.01,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,TS,47.513174,-122.356249,139,155,363.37,379.61,240.0,0.5546,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,CQ,47.512401,-122.358483,140,156,364.94,381.19,240.0,0.5609,4.48,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,TY,47.512581,-122.359616,141,157,368.02,384.27,240.0,0.558,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,BL,47.513226,-122.359624,142,149,368.77,369.56,240.0,0.5627,23.26,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,PT,47.51273,-122.372951,143,81,376.18,214.07,240.0,0.5566,21.98,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ET,47.512141,-122.372991,144,82,377.22,215.11,240.0,0.5457,45.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,IF,47.512801,-122.374062,145,79,378.76,211.63,240.0,0.5564,10.08,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,CP,47.512169,-122.375075,146,86,380.73,221.56,240.0,0.5558,55.89,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,MW,47.511854,-122.375557,147,87,381.46,222.29,240.0,0.5559,88.89,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,MC,47.51147,-122.374978,148,85,383.04,220.35,240.0,0.5511,73.21,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,XB,47.512468,-122.376196,149,88,384.87,223.64,240.0,0.5528,41.95,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,IE,47.512728,-122.37748,150,158,386.87,392.24,240.0,0.5592,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,QM,47.513331,-122.377903,151,159,390.22,395.6,240.0,0.591,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,VO,47.513674,-122.379984,152,160,393.67,399.05,240.0,0.541,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,NR,47.512861,-122.381067,153,161,396.77,402.15,240.0,0.5546,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,GV,47.512529,-122.381102,154,162,399.54,404.91,240.0,0.559,1.57,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,TO,47.512,-122.379937,155,98,401.62,243.23,240.0,0.5572,77.03,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,RO,47.511774,-122.379474,156,97,402.69,242.25,240.0,0.5543,56.38,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,TC,47.510836,-122.378242,157,163,407.12,410.77,240.0,0.5343,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,RC,47.511303,-122.377175,158,164,409.11,412.77,240.0,0.5441,15.05,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,WF,47.51372,-122.375641,159,165,412.29,415.94,240.0,0.5704,0.0,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,LD,47.5136,-122.373083,160,80,413.6,213.23,240.0,0.5659,24.62,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,XE,47.513487,-122.381847,161,99,416.68,245.05,240.0,0.5527,59.94,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,WD,47.515856,-122.391712,162,113,421.24,276.89,240.0,0.5474,10.98,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,JP,47.515367,-122.392749,163,115,425.08,281.82,240.0,0.5511,66.11,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,NH,47.517112,-122.391695,164,112,427.24,275.65,240.0,0.545,66.12,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,ML,47.517298,-122.39286,165,114,429.38,279.55,240.0,0.5497,95.46,True
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,NW,47.4963,-122.374491,166,166,441.71,425.43,240.0,0.5415,0.0,False
RouteID_693060a6-88bb-4324-9e9c-925d5240263c,RA,0.2,0.05,SL,47.513633,-122.341208,167,167,455.34,439.05,240.0,0.5407,0.0,False
